CASEID,sharkbite,hunt_fish,scientists,education,ideology,urbanrural
211169,0,0,70,6,6,suburb
211176,0,0,80,6,4,city
211183,0,0,100,3,2,suburb
211190,0,1,85,1,7,rural
211206,0,1,100,6,4,small town
211220,0,1,60,3,7,small town
211237,0,0,100,2,,small town
211244,0,1,100,6,3,city
211251,0,1,50,2,7,rural
211275,0,0,70,6,7,suburb
211299,0,0,10,6,5,suburb
211305,,,,6,7,
211312,0,0,40,3,,city
211329,0,0,100,6,1,small town
211336,0,1,50,7,6,city
211343,0,0,85,6,4,small town
211350,0,0,50,6,5,city
211367,0,1,75,2,4,suburb
211381,0,0,,3,,city
211404,0,0,85,3,3,suburb
211411,,,,6,5,
211466,0,0,85,6,6,suburb
211473,0,0,85,5,3,suburb
211480,0,0,100,6,4,small town
211497,0,0,100,2,,suburb
211503,0,0,100,2,6,city
211510,0,0,60,3,5,suburb
211527,0,0,100,6,2,suburb
211534,0,0,90,8,2,city
211565,0,1,70,6,,small town
211572,0,0,60,2,,city
211589,0,0,85,2,6,suburb
211596,0,1,100,7,5,suburb
211619,0,0,100,6,6,suburb
211626,,,,3,3,
211633,0,0,100,2,,small town
211657,0,0,85,3,5,small town
211664,0,0,100,3,4,suburb
211701,0,0,85,3,2,city
211718,,,,1,6,
211725,0,0,100,3,3,small town
211732,0,0,40,6,6,rural
211749,,,,2,2,
211756,0,1,85,6,3,suburb
211787,,,,3,3,
211800,0,0,85,3,4,small town
211817,0,0,85,5,3,small town
211831,0,1,85,3,,small town
211848,0,1,10,3,7,rural
211886,0,0,85,7,6,small town
211893,0,1,100,6,4,rural
211909,0,0,100,3,,suburb
211923,0,0,100,5,4,city
211947,,,,6,2,
211954,0,0,100,8,4,suburb
211961,0,1,100,3,,suburb
211978,0,0,70,4,4,small town
211985,0,0,,2,,small town
211992,0,0,100,6,5,city
212001,0,0,100,3,2,city
212018,0,1,50,2,7,small town
212025,,,,7,1,
212032,0,1,100,5,4,rural
212056,0,0,80,3,,city
212063,0,0,40,7,7,suburb
212070,0,0,65,3,4,city
212094,0,0,85,8,5,city
212100,,,85,6,6,small town
212124,0,0,70,6,4,suburb
212131,0,0,85,2,5,small town
212148,0,1,85,6,6,suburb
212162,0,0,50,3,,rural
212179,0,0,85,7,2,suburb
212186,0,0,50,6,3,rural
212193,0,0,50,4,5,city
212209,0,1,70,2,,rural
212223,0,1,100,2,4,rural
212230,0,0,70,1,,suburb
212247,0,0,100,1,2,suburb
212254,0,0,100,4,4,city
212285,0,0,95,7,1,suburb
212292,0,0,100,4,4,suburb
212308,0,0,100,6,2,suburb
212315,0,0,85,4,,city
212322,0,1,60,2,6,rural
212339,0,0,50,6,3,city
212346,0,0,100,3,4,rural
212377,0,0,100,2,2,small town
212391,0,1,50,6,6,city
212407,0,1,70,5,6,small town
212421,0,0,85,7,4,suburb
212438,0,0,85,2,2,city
212445,,,,6,3,
212452,0,0,70,2,,small town
212469,0,1,85,2,4,suburb
212476,0,0,70,2,6,rural
212483,0,0,90,7,2,suburb
212490,0,0,50,2,,small town
212506,0,0,70,6,,city
212513,,,,4,3,
212537,0,0,70,2,7,city
212544,0,0,100,6,2,suburb
212551,0,0,85,6,5,small town
212568,0,1,75,6,6,rural
212575,0,0,100,3,6,suburb
212582,0,0,100,3,3,small town
212599,,,,6,7,
212605,0,0,70,3,4,city
212612,0,0,85,2,,suburb
212636,0,1,70,2,6,city
212643,0,0,100,7,4,city
212650,0,1,40,1,5,rural
212667,0,0,50,1,,rural
212674,0,0,70,3,2,rural
212681,0,0,100,8,2,suburb
212698,0,0,100,3,4,city
212704,0,1,50,5,4,rural
212728,0,0,85,6,,city
212742,,,,2,,
212766,0,0,100,2,3,small town
212773,,,,3,7,
212780,0,0,100,6,3,suburb
212797,0,1,80,7,6,small town
212803,0,0,85,4,4,rural
212827,0,0,70,7,4,suburb
212834,,,,2,6,
212841,0,0,100,5,1,city
212858,0,1,100,2,,suburb
212865,0,0,50,3,6,small town
212872,0,0,50,2,6,small town
212896,0,0,70,7,3,small town
212902,0,0,75,7,1,small town
212940,0,1,100,7,2,suburb
212964,,,100,7,4,
212988,0,1,60,4,6,city
212995,0,0,50,2,6,city
213004,0,1,100,6,6,small town
213011,0,0,50,2,5,rural
213028,0,0,85,6,1,city
213035,0,0,100,3,2,suburb
213042,0,0,50,8,2,suburb
213059,0,0,85,4,2,city
213066,0,0,,2,6,city
213073,0,1,50,2,6,rural
213080,0,1,90,6,4,small town
213103,,,,5,7,
213127,0,0,60,3,,small town
213134,0,0,85,1,4,city
213141,,,,3,5,
213165,0,0,100,6,3,small town
213172,0,0,100,2,2,city
213189,0,0,75,8,2,suburb
213196,0,0,60,7,5,suburb
213202,0,0,80,3,4,city
213219,0,0,100,6,5,suburb
213226,0,0,50,3,7,suburb
213240,0,0,100,3,1,city
213257,0,0,60,3,4,suburb
213264,0,1,50,3,4,city
213271,0,1,85,3,5,small town
213288,0,0,85,2,,suburb
213295,0,0,60,6,4,rural
213301,0,0,100,6,3,city
213318,,,,2,3,
213325,0,0,60,5,6,city
213332,0,0,100,7,2,city
213349,0,0,85,7,5,small town
213356,0,0,100,6,5,rural
213363,0,1,100,2,,small town
213370,0,1,100,6,3,city
213394,0,0,85,2,3,small town
213400,0,1,100,6,4,rural
213424,0,1,85,2,6,suburb
213431,0,0,100,5,6,city
213448,0,0,87,3,6,suburb
213455,0,0,85,7,3,small town
213462,0,0,85,3,6,suburb
213479,0,0,100,2,,small town
213486,,,,6,,
213493,,,,6,6,
213516,0,1,70,5,6,small town
213561,0,0,100,2,3,city
213578,0,0,100,3,4,suburb
213585,0,1,100,6,6,suburb
213592,0,0,100,2,3,rural
213608,0,1,100,3,4,small town
213615,0,1,100,7,1,suburb
213622,0,0,100,6,1,city
213639,0,1,90,2,6,city
213646,0,1,70,6,7,small town
213653,0,0,100,3,1,suburb
213677,0,0,50,1,4,small town
213684,0,0,100,6,2,city
213691,0,0,70,5,6,small town
213707,0,0,100,6,1,city
213714,0,0,76,7,2,city
213721,0,0,70,7,6,small town
213738,,,,4,7,
213745,0,0,50,6,4,small town
213752,,,,3,6,
213769,0,0,80,2,3,city
213776,0,1,85,6,6,city
213783,0,0,70,6,3,city
213806,0,0,100,8,6,suburb
213813,0,0,30,5,6,city
213837,0,0,100,3,6,city
213844,0,1,85,6,5,small town
213851,0,0,80,3,6,suburb
213868,0,1,85,2,,city
213875,,,,3,6,
213882,0,0,100,7,2,city
213899,0,1,50,6,6,small town
213912,0,1,85,6,3,small town
213929,0,0,50,3,6,city
213936,0,0,80,6,4,suburb
213943,0,0,70,2,5,small town
213950,0,0,85,7,2,suburb
213967,0,0,100,7,2,suburb
213974,0,0,100,2,4,city
213981,0,0,70,7,6,suburb
213998,0,0,85,6,,city
214007,0,0,60,4,4,city
214014,0,1,85,1,,city
214038,0,0,99,6,4,suburb
214045,0,0,100,7,4,suburb
214069,0,0,60,5,6,suburb
214076,0,1,85,6,6,suburb
214083,0,1,85,3,4,city
214090,0,1,100,8,2,small town
214113,0,1,85,2,5,rural
214120,0,0,85,7,3,small town
214151,0,0,100,7,3,suburb
214168,0,0,50,2,5,small town
214175,0,0,70,4,3,suburb
214199,0,1,100,5,4,suburb
214205,0,0,85,2,4,small town
214212,0,0,100,5,2,city
214229,0,0,50,6,6,small town
214236,0,0,70,5,5,suburb
214250,0,0,85,6,2,city
214267,0,0,50,2,6,suburb
214281,0,0,100,7,1,suburb
214311,0,0,90,4,2,small town
214328,0,0,16,5,6,small town
214335,0,0,100,6,1,suburb
214342,,,,7,3,
214366,0,0,100,7,2,suburb
214380,0,0,40,3,7,suburb
214397,0,1,50,4,6,suburb
214403,0,0,15,7,6,suburb
214410,0,0,70,1,,suburb
214427,0,0,75,7,,city
214458,0,0,100,4,4,rural
214465,0,0,100,7,1,city
214489,0,1,90,7,5,city
214502,0,1,90,8,5,rural
214526,0,0,,1,4,city
214540,0,0,100,2,4,suburb
214564,0,0,100,6,2,suburb
214571,0,0,85,8,6,city
214588,0,1,70,6,6,suburb
214601,0,1,33,2,6,rural
214625,0,0,100,6,1,city
214632,0,0,60,2,3,city
214649,0,1,70,5,6,suburb
214656,0,1,100,6,6,rural
214687,0,0,50,5,4,small town
214694,0,0,85,6,6,small town
214700,0,0,90,8,2,suburb
214717,0,0,60,2,4,city
214724,0,1,40,3,6,suburb
214731,0,0,60,2,4,suburb
214748,0,0,50,3,,small town
214755,0,0,85,7,,suburb
214762,0,1,60,3,6,small town
214779,0,0,60,3,6,small town
214786,0,0,85,5,4,city
214793,0,0,60,5,3,small town
214809,0,0,100,3,1,city
214816,0,1,100,3,5,small town
214823,0,0,100,4,2,city
214830,0,0,100,6,2,suburb
214847,0,0,100,7,4,suburb
214854,0,1,50,2,6,rural
214861,0,0,85,2,6,small town
214885,0,1,85,4,,city
214908,0,0,70,7,4,small town
214922,0,0,60,2,2,small town
214939,0,0,100,6,3,city
214946,0,0,60,5,4,city
214953,0,0,98,7,2,suburb
214960,0,0,50,6,4,suburb
214977,,,60,3,6,
214984,0,0,80,2,7,suburb
215000,0,0,100,2,6,small town
215017,0,0,100,6,3,small town
215024,0,0,80,2,4,rural
215031,0,0,86,2,5,city
215048,0,1,100,6,4,city
215055,0,0,90,7,6,suburb
215062,0,0,85,6,2,city
215079,,,,3,,
215086,0,1,70,6,,city
215093,,,,3,6,
215109,0,0,70,1,,city
215116,0,0,70,6,4,city
215130,0,0,65,6,5,suburb
215154,0,0,90,3,6,rural
215161,0,0,85,5,5,small town
215178,0,1,100,2,1,suburb
215208,0,0,100,,7,suburb
215222,0,0,50,2,6,small town
215246,0,0,50,6,6,suburb
215253,0,1,60,6,6,suburb
215260,0,0,100,2,,city
215284,0,0,85,3,6,small town
215291,0,1,70,6,6,suburb
215314,0,1,85,6,6,city
215321,0,0,100,2,4,rural
215338,,,,5,6,
215345,0,0,70,2,,small town
215352,0,1,100,6,1,suburb
215376,0,0,100,6,2,suburb
215383,0,0,60,2,7,suburb
215390,0,0,50,6,6,small town
215406,0,0,100,6,2,suburb
215413,0,0,100,4,6,small town
215420,0,0,85,3,7,rural
215444,0,0,100,3,,city
215451,0,0,85,8,3,suburb
215468,0,0,100,6,2,city
215475,,,,6,4,
215482,0,0,100,7,2,city
215499,0,0,100,7,6,small town
215505,0,0,15,2,4,small town
215512,0,0,100,6,2,city
215529,0,0,100,5,3,city
215536,0,0,60,6,2,suburb
215543,0,0,100,6,2,suburb
215550,0,1,80,6,3,small town
215567,0,0,50,6,,city
215574,,,,2,6,
215598,0,0,50,2,,small town
215628,0,1,85,3,3,suburb
215635,0,0,60,2,6,rural
215642,0,0,100,6,2,suburb
215659,0,0,50,6,6,suburb
215666,0,1,70,5,6,small town
215673,0,0,85,3,4,rural
215680,0,1,50,3,1,small town
215697,0,0,100,7,1,city
215703,0,0,85,6,4,rural
215710,0,0,75,6,7,rural
215727,0,0,85,2,4,city
215734,0,1,95,6,3,city
215741,0,0,100,7,4,suburb
215758,0,1,70,2,5,suburb
215772,0,1,85,6,6,suburb
215789,0,1,100,4,3,city
215796,0,0,60,7,7,rural
215802,0,1,70,3,,rural
215819,0,0,50,6,3,suburb
215826,0,0,85,4,3,suburb
215833,0,1,60,3,6,rural
215840,0,1,80,4,6,rural
215857,0,0,85,6,4,suburb
215864,,,60,2,,small town
215888,0,1,85,7,5,small town
215895,0,0,85,3,1,city
215918,0,0,50,4,,rural
215925,0,0,85,2,4,city
215949,0,1,70,2,5,small town
215970,0,0,100,2,1,suburb
215987,0,1,100,7,2,city
215994,0,1,70,4,4,rural
216003,0,1,85,3,3,small town
216010,0,1,70,4,3,small town
216027,0,0,100,1,,small town
216034,,,,7,4,
216041,,,,3,,
216058,0,0,50,6,6,suburb
216065,0,1,100,4,2,suburb
216089,0,1,85,8,2,city
216096,0,0,85,6,5,suburb
216126,0,0,85,7,3,suburb
216133,0,0,60,3,5,rural
216140,0,0,100,8,3,suburb
216157,0,0,85,2,,city
216164,0,1,60,4,4,rural
216195,0,1,100,6,6,suburb
216201,0,0,100,2,4,small town
216218,0,1,90,4,2,rural
216225,0,1,50,4,,rural
216232,0,0,60,1,,city
216249,0,1,75,6,6,city
216263,0,0,85,6,4,small town
216270,0,0,100,6,1,city
216287,0,0,100,6,4,city
216300,0,0,90,5,5,small town
216317,0,0,100,3,2,suburb
216331,0,0,80,3,1,small town
216355,0,1,85,6,3,small town
216362,0,0,100,7,3,suburb
216379,0,0,85,,,small town
216386,0,1,85,3,4,small town
216393,0,0,85,7,2,rural
216409,0,0,95,7,2,city
216416,0,1,85,4,4,city
216423,0,1,97,7,2,small town
216430,0,0,85,4,4,rural
216447,0,0,50,2,7,small town
216461,0,1,100,5,4,suburb
216478,0,1,100,2,,suburb
216492,0,0,70,2,,small town
216508,0,0,60,3,7,rural
216515,0,0,70,2,2,city
216522,0,1,60,2,6,suburb
216546,0,0,70,7,2,rural
216553,0,0,85,2,1,city
216560,0,0,100,8,1,suburb
216577,0,1,50,2,6,suburb
216584,0,0,,4,,small town
216591,0,1,85,4,6,rural
216607,0,1,100,7,1,city
216614,0,1,70,1,7,rural
216621,0,0,100,3,3,small town
216645,0,0,100,3,2,rural
216652,0,0,50,3,2,suburb
216669,0,1,70,3,7,small town
216683,,,,1,,
216690,0,0,100,6,1,small town
216706,0,1,50,6,6,city
216713,,,,1,,
216720,0,1,85,1,7,rural
216737,0,0,85,2,2,suburb
216751,0,1,50,7,6,suburb
216768,0,1,65,3,6,city
216775,,,,4,6,
216782,0,0,90,8,2,suburb
216829,0,1,85,3,5,city
216836,0,0,85,3,5,city
216843,0,1,90,8,2,city
216850,,,,7,2,
216867,0,1,100,7,3,city
216874,0,1,100,1,2,suburb
216881,0,1,100,5,4,rural
216898,0,0,80,6,3,rural
216904,0,1,70,4,6,suburb
216911,0,0,55,1,6,suburb
216928,0,0,60,3,,suburb
216935,0,1,100,8,2,city
216942,0,0,85,2,3,small town
216966,,,,2,4,
216973,0,0,50,5,4,small town
216980,,,,2,,
216997,0,0,70,8,6,suburb
217013,0,0,100,8,4,suburb
217020,0,1,99,7,2,suburb
217037,0,1,100,6,,rural
217051,0,0,85,5,4,rural
217068,0,0,70,6,2,city
217075,0,0,85,7,1,small town
217082,0,1,85,8,3,suburb
217105,0,0,100,6,4,suburb
217129,0,0,60,3,7,small town
217136,0,0,100,7,,suburb
217143,0,0,50,3,7,rural
217150,0,0,50,3,4,city
217174,0,1,85,6,,city
217198,0,0,10,1,5,suburb
217204,0,0,20,5,4,suburb
217211,0,0,100,7,5,suburb
217228,0,1,100,6,5,city
217242,0,0,85,6,5,suburb
217259,0,0,70,6,6,suburb
217266,0,0,100,8,3,rural
217280,0,0,70,4,4,rural
217297,0,1,15,5,6,rural
217303,0,1,70,2,5,city
217334,,0,50,4,4,rural
217358,0,0,50,6,4,small town
217365,0,1,100,6,3,suburb
217389,0,0,60,6,5,city
217396,0,0,100,6,5,city
217419,0,0,50,3,7,suburb
217426,0,0,100,2,2,city
217433,0,0,100,6,4,small town
217471,0,0,85,1,3,small town
217488,0,1,85,2,2,small town
217495,0,0,50,3,4,rural
217501,0,1,85,6,4,city
217525,,,,1,,
217532,0,1,60,5,5,rural
217549,0,0,85,2,6,city
217556,0,0,75,6,1,city
217563,0,0,85,1,6,small town
217617,0,1,100,3,2,city
217624,0,0,100,3,4,suburb
217631,0,0,100,7,6,small town
217648,0,1,70,3,6,rural
217655,0,0,100,6,2,city
217662,0,1,100,6,3,suburb
217679,0,0,90,7,4,rural
217686,,,,2,,
217709,0,1,50,6,6,suburb
217730,0,0,60,,2,city
217747,0,0,50,5,4,small town
217754,0,1,70,1,4,small town
217761,0,0,85,3,2,city
217785,0,1,100,6,3,rural
217792,0,0,85,6,6,suburb
217808,0,0,100,3,4,suburb
217815,0,0,100,6,3,suburb
217822,0,0,100,3,3,small town
217839,0,1,100,6,2,city
217846,0,1,20,2,,small town
217853,0,0,50,3,7,rural
217860,,,100,2,1,
217877,0,0,100,4,,city
217884,,,,3,6,
217891,0,0,50,2,6,small town
217907,,,,3,6,
217914,0,0,85,3,3,suburb
217938,0,0,85,8,3,city
217945,0,0,85,2,2,city
217952,0,0,50,1,4,rural
217969,0,0,70,5,6,suburb
217976,0,0,85,6,,suburb
217983,0,1,100,7,,small town
217990,0,0,60,3,7,suburb
218016,0,1,50,2,4,suburb
218023,1,1,40,5,4,small town
218030,0,0,85,4,4,suburb
218047,0,0,50,6,4,suburb
218054,0,1,50,4,5,city
218061,0,0,95,2,2,suburb
218078,0,0,0,3,,small town
218085,0,1,85,7,2,small town
218092,0,1,50,3,4,rural
218108,0,0,100,3,5,small town
218122,0,1,100,7,2,small town
218139,0,1,100,1,2,small town
218146,0,0,70,7,2,suburb
218160,0,1,100,2,4,small town
218177,0,0,60,3,,city
218184,0,0,70,1,,rural
218207,0,0,85,,4,small town
218214,,,,6,6,
218221,0,0,85,7,3,city
218238,0,0,85,7,5,suburb
218245,0,0,85,2,5,small town
218252,0,0,70,8,3,suburb
218283,0,1,100,3,4,rural
218290,0,0,100,5,4,small town
218306,0,0,52,6,4,small town
218313,0,0,85,6,4,rural
218320,0,0,85,4,4,suburb
218337,0,1,85,3,5,rural
218344,0,0,85,7,4,small town
218368,0,1,70,2,,rural
218375,0,0,90,2,5,rural
218382,0,0,60,6,7,small town
218399,,,,4,,
218405,0,0,85,2,6,small town
218412,0,0,85,2,5,suburb
218429,0,0,100,7,3,small town
218436,0,0,50,4,6,small town
218443,0,0,85,6,6,suburb
218450,0,0,85,4,,city
218467,0,0,100,6,3,city
218474,0,1,55,6,5,suburb
218481,0,0,70,6,6,city
218504,0,1,85,2,6,rural
218511,0,0,,6,6,small town
218528,0,0,90,6,4,small town
218535,0,0,100,6,2,city
218542,,,,6,2,
218559,0,0,50,6,5,suburb
218573,0,1,100,6,2,rural
218597,0,0,90,6,4,suburb
218603,0,1,60,3,6,small town
218610,0,0,50,2,,city
218627,0,0,100,8,3,small town
218658,0,1,100,3,,small town
218672,0,0,100,1,,small town
218696,0,1,40,4,,city
218733,0,1,100,7,2,small town
218740,0,0,100,4,,suburb
218757,0,0,90,7,6,city
218764,0,0,100,5,,city
218771,0,0,60,7,2,suburb
218801,0,0,85,3,6,small town
218818,,,,2,5,
218825,0,1,50,7,6,suburb
218856,0,1,50,6,7,suburb
218863,,,,6,7,
218870,0,0,100,6,6,suburb
218887,0,0,70,4,,rural
218917,0,0,60,6,,suburb
218924,0,0,95,7,2,small town
218955,0,0,30,4,4,city
218979,0,1,85,7,3,rural
218986,0,0,100,6,3,city
218993,0,0,100,2,1,rural
219019,0,0,100,3,4,suburb
219026,0,1,30,3,7,suburb
219033,0,0,100,6,3,city
219040,0,0,70,6,6,suburb
219057,0,1,100,2,7,small town
219064,0,0,50,6,4,city
219071,0,1,60,1,6,suburb
219088,,,,6,6,
219095,0,1,70,3,7,rural
219101,0,0,100,2,,small town
219118,0,0,100,2,2,small town
219125,0,0,60,6,6,suburb
219149,0,0,100,6,6,suburb
219156,0,1,85,3,6,city
219163,0,0,85,2,3,suburb
219170,0,0,85,7,4,city
219187,0,0,100,6,4,city
219200,,,,6,4,
219217,0,0,60,5,1,city
219231,0,0,98,8,2,suburb
219255,0,0,100,7,2,suburb
219262,0,0,70,6,6,city
219279,0,0,50,7,4,suburb
219286,0,0,100,6,4,suburb
219293,0,0,100,4,2,small town
219309,,,50,6,6,suburb
219316,0,0,75,3,2,small town
219323,0,0,100,2,4,suburb
219361,0,0,40,6,7,city
219378,0,0,90,3,3,small town
219392,0,1,100,6,3,suburb
219422,0,0,90,3,2,city
219439,0,0,70,3,,small town
219453,0,1,85,7,6,suburb
219477,0,0,70,6,6,suburb
219484,0,0,85,6,3,suburb
219507,0,1,100,4,3,small town
219514,0,1,70,6,6,rural
219521,,,,2,6,
219552,0,0,60,3,4,rural
219569,0,0,70,5,3,suburb
219576,0,0,50,6,6,small town
219583,0,0,60,6,5,small town
219590,0,0,85,6,1,city
219613,0,0,50,3,,small town
219637,0,0,100,8,2,small town
219644,0,1,60,3,6,suburb
219651,0,1,85,3,,city
219668,0,0,90,2,6,suburb
219675,0,0,70,2,7,city
219682,0,0,90,3,,small town
219699,0,0,70,5,4,small town
219705,0,0,85,2,6,small town
219729,0,0,60,4,,small town
219736,0,0,100,6,5,city
219743,0,0,70,6,6,small town
219750,0,0,65,2,6,rural
219767,0,0,50,3,2,city
219774,0,0,100,6,4,rural
219781,0,1,60,5,7,rural
219798,,,,4,4,
219804,0,0,100,6,5,rural
219811,0,0,85,7,4,suburb
219828,0,0,100,1,5,small town
219835,1,1,100,2,,small town
219859,0,0,100,7,2,suburb
219866,,,,7,2,
219873,0,1,85,2,4,small town
219897,0,1,85,6,5,small town
219903,0,0,70,3,5,rural
219910,0,0,90,8,2,suburb
219927,0,1,50,1,6,suburb
219941,0,0,85,7,2,suburb
219958,0,0,50,6,7,small town
219996,0,0,60,3,2,city
220002,0,1,50,5,,suburb
220019,0,0,70,5,5,small town
220026,0,1,100,6,3,city
220033,0,0,70,5,6,city
220057,0,0,50,6,6,suburb
220064,0,0,90,8,3,city
220071,0,1,85,8,3,city
220088,0,0,100,3,7,rural
220095,0,1,100,2,4,rural
220101,0,0,,6,,city
220118,,,,1,,
220125,0,0,85,2,1,suburb
220149,0,0,85,2,2,rural
220163,0,0,85,5,6,small town
220170,0,0,50,4,3,city
220187,0,0,100,5,,suburb
220200,0,0,60,6,5,rural
220217,0,0,50,5,6,suburb
220224,0,0,100,6,1,small town
220231,0,1,85,7,4,city
220248,0,0,85,6,3,suburb
220286,0,1,70,7,2,suburb
220293,0,1,50,2,,small town
220309,0,1,50,2,6,suburb
220316,0,1,95,6,3,suburb
220323,,,,7,4,
220330,0,0,50,3,4,small town
220347,0,1,85,6,5,small town
220354,0,0,100,2,4,city
220361,0,1,100,3,4,rural
220378,0,0,100,3,7,suburb
220385,0,0,60,6,6,suburb
220392,0,0,100,8,3,small town
220408,0,1,98,,4,suburb
220439,0,1,60,,4,small town
220446,0,0,85,5,3,suburb
220453,0,0,85,3,4,small town
220477,0,0,95,7,2,suburb
220484,0,0,100,6,3,suburb
220491,0,1,85,4,,rural
220507,0,0,85,7,3,small town
220514,0,0,60,2,5,suburb
220521,0,1,75,7,6,rural
220538,0,0,100,7,2,suburb
220552,0,1,95,6,2,suburb
220569,0,1,85,6,5,city
220576,0,0,100,3,,small town
220590,0,0,100,1,4,small town
220606,0,1,70,3,6,small town
220613,0,0,100,7,4,city
220620,0,0,85,7,4,suburb
220637,,,85,8,3,
220651,0,1,100,5,3,small town
220682,0,1,60,5,7,rural
220699,0,0,50,4,4,rural
220712,0,1,85,6,6,city
220729,0,0,85,6,6,rural
220743,0,0,100,6,4,suburb
220750,0,1,100,6,2,small town
220767,0,0,70,4,5,suburb
220774,0,1,70,2,6,rural
220798,0,0,100,6,2,city
220804,,,,6,2,
220828,0,1,100,2,,city
220842,0,0,50,2,,small town
220859,,,,2,4,
220866,0,0,100,7,2,city
220880,0,0,50,3,,rural
220897,0,0,85,7,1,suburb
220927,0,0,100,6,2,city
220934,0,0,100,7,3,suburb
220941,0,0,75,6,4,rural
220958,0,0,100,2,4,suburb
220965,0,0,70,6,7,small town
220989,0,0,100,3,,city
221012,0,0,85,6,4,city
221029,0,0,60,3,4,city
221036,0,0,85,3,4,small town
221043,0,0,100,5,2,suburb
221050,0,1,85,3,5,suburb
221067,0,0,100,3,4,city
221074,0,0,30,6,4,suburb
221081,0,0,70,1,3,rural
221098,0,0,50,2,4,small town
221104,0,0,50,5,7,small town
221111,0,0,100,5,7,suburb
221128,0,0,80,3,,city
221142,0,0,95,6,2,suburb
221159,0,0,85,3,,city
221166,0,0,100,6,3,city
221173,0,0,100,7,2,city
221180,0,0,100,7,2,suburb
221210,0,0,85,3,7,city
221234,0,0,100,,2,small town
221265,0,0,100,1,,small town
221272,0,1,50,6,7,suburb
221289,0,1,85,2,,rural
221296,0,1,100,3,2,rural
221302,,,,7,2,
221319,0,1,60,,7,rural
221326,0,1,50,1,6,small town
221333,,,,3,6,
221340,0,0,100,7,,city
221357,0,0,70,3,,city
221364,0,1,50,2,,city
221371,0,1,90,3,5,suburb
221388,0,0,50,6,3,suburb
221395,0,1,85,8,3,city
221401,0,0,100,6,5,city
221418,0,0,85,8,4,suburb
221425,0,0,,8,7,rural
221432,0,0,85,6,3,suburb
221449,0,0,90,5,5,suburb
221456,0,0,100,2,2,small town
221463,0,0,85,6,1,suburb
221470,0,0,85,2,6,suburb
221487,,,,6,2,
221494,,,70,3,3,city
221500,0,0,75,3,,suburb
221517,0,0,85,3,2,small town
221531,0,0,100,3,2,city
221548,0,0,100,8,2,city
221555,0,0,100,3,,city
221562,0,0,60,3,6,small town
221579,0,0,100,7,4,suburb
221586,0,0,100,6,4,rural
221593,0,0,100,2,3,small town
221609,0,1,85,4,3,city
221616,0,1,0,2,7,rural
221623,0,0,40,3,2,suburb
221647,0,0,100,3,2,suburb
221661,,,,1,4,
221678,0,0,100,2,,city
221692,0,1,85,4,6,rural
221708,0,0,80,3,2,city
221715,0,1,100,2,4,rural
221739,0,0,88,3,2,small town
221746,0,0,60,2,,small town
221753,,,,2,6,
221760,0,0,70,7,3,suburb
221777,0,1,100,3,2,small town
221784,0,1,60,6,,small town
221807,0,0,100,7,4,rural
221814,0,0,70,3,,small town
221838,0,0,60,7,5,suburb
221852,0,0,50,3,6,suburb
221869,0,1,50,3,5,city
221876,0,1,100,3,4,city
221883,0,1,50,6,7,rural
221890,0,1,90,8,2,city
221906,0,0,50,2,,suburb
221920,0,0,100,1,7,suburb
221937,0,1,100,2,5,small town
221944,,,,6,,
221951,,,,8,4,
221968,0,0,85,6,6,city
221975,0,0,90,8,3,rural
221982,0,0,85,6,2,city
221999,0,0,100,7,2,city
222008,0,0,100,5,4,city
222022,0,1,90,7,2,city
222039,0,1,40,4,6,small town
222046,0,1,85,3,7,small town
222053,0,0,85,7,2,rural
222060,0,0,85,5,6,small town
222091,0,1,100,2,4,rural
222107,0,0,85,2,4,small town
222114,0,1,60,3,6,small town
222121,0,0,99,3,2,suburb
222138,0,0,50,3,5,city
222169,0,1,85,3,6,rural
222183,0,0,100,3,4,city
222190,0,0,80,8,6,suburb
222213,0,0,100,2,1,city
222220,0,0,0,4,,suburb
222237,0,0,85,1,6,suburb
222244,,,,6,5,
222251,0,0,100,8,1,city
222268,0,1,70,3,3,small town
